PPN,title,creatorln,creatorfn,creatorentity,format,subject,language,extent,publisher,description,cote,handle Nakala jp2,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,group,date,type,spatial,licence
180743295,"Estado de S. Paulo, Brazil Commissão Geográphica e Geológica",,,Comissão Geográfica e Geológica,65 x 61 cm,"São Paulo (Brésil, État)#São Paulo (Brésil)#Santos (Brésil)#Brésil",por,1:100000,,,10-12-11-21,11280/00884162,,,,,,,1911,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
180743597,"Estado de S. Paulo, Brazil Commissão Geográphica e Geológica",,,Comissão Geográfica e Geológica,67 x 60 cm,"Santos (Brésil ; région)#Ponta Itaipu (Brésil ; cap)#São Paulo (Brésil, État)#Brésil",por,1:100000,,,10-12-11-22,11280/c63ecccd,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
180877569,Plan topographique de la république orientale de l'Uruguay (Amérique du Sud),,,,35 x 27 cm,"Uruguay#Plata, Río de la (estuaire)",spa,1:2650000,[éditeur inconnu],"Titre en français, texte sur la carte en espagnol",10-12-12-01,11280/73c08993,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
180878530,"Nuevo mapa de la república oriental del Uruguay construido por J. Forest,...",,,,130 x 100 cm,Uruguay,spa,1:600000,Forest,"Indique les divisions administratives et productions agricoles#carton : ""La Republica del Uruguay en el mundo""",10-12-12-02,11280/3bcf4e8e,,,,,,,1920,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
171152506,Atlas de la República Argentina por A. Seelstrang,Seelstrang,Arthur Eduard von,,59 x 47 cm,Corrientes (Argentine ; province),spa,1:1000000,J. Ruland,,10-12-13-02,11280/d6cb5262,,,,,,,1889,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
171154517,Atlas de la República Argentina por A. Seelstrang,Seelstrang,Arthur Eduard von,,59 x 47 cm,Mendoza (Argentine ; province),spa,1:1400000,G. Kraft,,10-12-13-03,11280/32e02bd6,,,,,,,1889,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
171153413,Atlas de la República Argentina por A. Seelstrang,Seelstrang,Arthur Eduard von,,47 x 59 cm,La Rioja (Argentine ; province),spa,1:1250000,J. Ruland,,10-12-13-04,11280/1ab7f438,,,,,,,1889,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
171154576,Atlas de la República Argentina por A. Seelstrang,Seelstrang,Arthur Eduard von,,59 x 47 cm,Neuquén (Argentine ; province),spa,1:1400000,J. Ruland,,10-12-13-05,11280/b5edb56f,,,,,,,1889,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
180988328,"Mapa geologico-general de la Republica Argentina Topografia Ministerio de agricultura. Direccion general de minas, geologia e hidrologia",,,"Argentine, Dirección general de minas y geología",40 x 45 cm,Argentine,spa,1:200000,,Montre la topographie du secteur mais pas la géologie#Comprends une liste des auteurs des relevés topographiques et un tableau d'assemblage au verso.,10-12-15-01,11280/d6f910cb,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
180989669,Campo de Mayo Alrededores Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",47 x 56 cm,Buenos Aires (Argentine ; agglomération),spa,1:100000,,Montre la topographie du secteur,10-12-15-02,11280/bc55b610,,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
180999907,Mapa de la Republica Argentina Tall. de la Oficina Meteorologica,,,Oficina meteorologica nacional,55 x 37 cm,Argentine,spa,1:8500000,,"Montre le relief, les cours d'eau et les voies ferrées en Argentine",10-12-15-03,11280/d8777d61,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181001241,"Republica Argentina. Ministerio de agricultura. Direccion de economia rural y estadistica. Superficie, población, ferrocarriles, cultivos y ganados",,,"Argentine, Ministerio de agricultura",99 x 65 cm,Argentine,spa,1:7400000,Direccion de economia rural y estadistica,,10-12-15-04,11280/9a06e30d,,,,,,,1922,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
181006359,Esquisse de la Patagonie (République Argentine),,,,40 x 30 cm,Patagonie,fre,1:6000000,Erhard et fils,"Montre l'itinéraire de Mr. F. P. Moreno, 1873-1880",10-12-15-05,11280/42b908da,,11280/1b2fc74e,11280/1b095257,11280/00361aaf,,,1881,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181008092,Plano topografico de la region norte argentina limitrofe con Bolivia,,,(Argentine) Comision Argentina Demarcadora de Limites con Bolivia,50 x 100 cm,,spa,1:575000,[s.n.],Montre la topographie et toponymie de la frontière entre Argentine et Bolivie,10-12-15-06,11280/524800bb,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-01,11280/9932e750,,11280/9bb2f3d0,11280/b3836a93,11280/ab935d2e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-02,11280/c4c23b38,,11280/5e75c589,11280/1e93d1e1,11280/9b2106ac,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-03,11280/9e96a06c,,11280/2ea6be6f,11280/99d03195,11280/a8d6fffa,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-04,11280/739d2f57,,11280/81e7a051,11280/ac779e6b,11280/c9b87e7e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-01,11280/9932e750,,11280/9bb2f3d0,11280/b3836a93,11280/ab935d2e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-02,11280/c4c23b38,,11280/5e75c589,11280/1e93d1e1,11280/9b2106ac,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-03,11280/9e96a06c,,11280/2ea6be6f,11280/99d03195,11280/a8d6fffa,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-04,11280/739d2f57,,11280/81e7a051,11280/ac779e6b,11280/c9b87e7e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-01,11280/9932e750,,11280/9bb2f3d0,11280/b3836a93,11280/ab935d2e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-02,11280/c4c23b38,,11280/5e75c589,11280/1e93d1e1,11280/9b2106ac,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-03,11280/9e96a06c,,11280/2ea6be6f,11280/99d03195,11280/a8d6fffa,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-04,11280/739d2f57,,11280/81e7a051,11280/ac779e6b,11280/c9b87e7e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-01,11280/9932e750,,11280/9bb2f3d0,11280/b3836a93,11280/ab935d2e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-02,11280/c4c23b38,,11280/5e75c589,11280/1e93d1e1,11280/9b2106ac,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-03,11280/9e96a06c,,11280/2ea6be6f,11280/99d03195,11280/a8d6fffa,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181010569,Mapa de la provincia de Buenos-Aires dividido en partidos por Ch. de Mot,De Mot,Ch.,,75 x 64 cm chacune,Buenos Aires (Argentine ; province),spa,1:750000,Gouweloos frères et soeur,"En carton : ""Mapa de la Patagonia de los archipielagos de la Tierra de Fuego y de las Malvinas o Falkland""",10-12-16-04,11280/739d2f57,,11280/81e7a051,11280/ac779e6b,11280/c9b87e7e,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181012820,"Mapa de la provincia de Corrientes construido y dibujado por Francisco Fouilliand,... y Juan Col,...",Fouilliand,Francisco,,106 x 67 cm chacune,Corrientes (Argentine ; province),spa,1:400000,Establecimiento Topografico,"Tableaux : ""superficie y poblacion"", ""division judiciaria y administracion"", ""correos""#En carton : ""Ciudad de Corrientes""",10-12-16-05,11280/c487858c,,11280/4de1e54f,11280/f75af401,11280/31870b2b,,,1891,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181012820,"Mapa de la provincia de Corrientes construido y dibujado por Francisco Fouilliand,... y Juan Col,...",Fouilliand,Francisco,,106 x 67 cm chacune,Corrientes (Argentine ; province),spa,1:400000,Establecimiento Topografico,"Tableaux : ""superficie y poblacion"", ""division judiciaria y administracion"", ""correos""#En carton : ""Ciudad de Corrientes""",10-12-16-06,11280/08e81983,,,,,,,1891,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181012820,"Mapa de la provincia de Corrientes construido y dibujado por Francisco Fouilliand,... y Juan Col,...",Fouilliand,Francisco,,106 x 67 cm chacune,Corrientes (Argentine ; province),spa,1:400000,Establecimiento Topografico,"Tableaux : ""superficie y poblacion"", ""division judiciaria y administracion"", ""correos""#En carton : ""Ciudad de Corrientes""",10-12-16-05,11280/c487858c,,11280/4de1e54f,11280/f75af401,11280/31870b2b,,,1891,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181012820,"Mapa de la provincia de Corrientes construido y dibujado por Francisco Fouilliand,... y Juan Col,...",Fouilliand,Francisco,,106 x 67 cm chacune,Corrientes (Argentine ; province),spa,1:400000,Establecimiento Topografico,"Tableaux : ""superficie y poblacion"", ""division judiciaria y administracion"", ""correos""#En carton : ""Ciudad de Corrientes""",10-12-16-06,11280/08e81983,,,,,,,1891,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181014149,Plano Nuevo de los Territorios del Chaco argentino confeccionado con los datos de las Comisiones Topograficas... General Benjamin Victorica...,Rohde,Jorge,,138 x 109 cm,Chaco (Argentine),spa,1:800000,G. Kraft,,10-12-16-07,11280/c757ca56,,,,,,,1885,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181035804,San Antonio (Corrientes) Gran Estado Mayor 3a Division,Fait,Rodolfo,,56 x 47 cm,Corrientes (Argentine ; province),spa,1:50000,,,10-12-17-01,11280/5d7c0110,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181036657,Parana Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 47 cm,Entre Ríos (Argentine),spa,1:25000,,,10-12-17-02,11280/1ebca936,,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181037254,Otamendi Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 46 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-03,11280/ae3e4598,,,,,,,1907,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181037769,Toro Gran Estado Mayor 3a Division,Ahumada,Belisario,,55 x 46 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-04,11280/2eb7a12a,,,,,,,1906,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181042231,Garin Gran Estado Mayor 3a Division,Dalmasso,J.,,55 x 46 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-05,11280/a85559d1,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181044730,San Fernando Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 47 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-06,11280/40971e8b,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18104563X,Campo de Mayo Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 45 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-07,11280/b60987b7,,,,,,,1908,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181046784,Estancia Alvarez Gran Estado Mayor 3a Division,Suarez,Carmelo,,55 x 46 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-08,11280/d5da0a40,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18104952X,Merlo Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 46 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-09,11280/c59dd7c3,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181050153,Moron Gran Estado Mayor 3a Division,,,"Argentine, Gran Estado Mayor 3a Division",55 x 46 cm,Buenos Aires (Argentine ; banlieue),spa,1:25000,,,10-12-17-10,11280/bd834c4e,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181051826,San Justo Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 47 cm,Buenos Aires (Argentine ; banlieue),spa,1:25000,,,10-12-17-11,11280/e9b96760,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181055562,Platanos Gran Estado Mayor 3a Division,,,"Argentine, Gran Estado Mayor 3a Division",55 x 47 cm,Buenos Aires (Argentine ; banlieue),spa,1:25000,,,10-12-17-12,11280/64679bbc,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181057581,Florencio Varela Gran Estado Mayor 3a Division,Voelkel,Arturo,,55 x 47 cm,Buenos Aires (Argentine ; banlieue),spa,1:25000,,,10-12-17-13,11280/c684b61d,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181057956,Pereyra Gran Estado Mayor 3a Division,Quaglia,Eduardo,,55 x 46 cm,Buenos Aires (Argentine ; banlieue),spa,1:25000,,,10-12-17-14,11280/f3f4e908,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181064510,Cuatreros Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",55 x 47 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-15,11280/cd6da6bf,,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181064839,Bahia Blanca Estado Mayor del Ejercito 3a Division,,,"Argentine, Estado Mayor del Ejercito 3a Division",54 x 44 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-16,11280/c1b310f7,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18106510X,Grünbein Gran Estado Mayor 3a Division,Rische,Ernesto,,56 x 46 cm,Buenos Aires (Argentine ; province),spa,1:25000,,,10-12-17-17,11280/e94545b4,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18116065X,Republica de Chile [Latitude S 17° à S 19°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",61 x 98 cm,Tacna (Pérou ; département)#Arica (Chili ; Département),spa,1:500000,,"Tableaux statistiques : données sur les départements, coordonnées géographiques, données météorologiques, chemins de fer en exploitation#Au verso : Indice des noms",10-12-18-01,11280/839b7b47,,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181162105,Republica de Chile [Latitude S 27° à S 29°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 99 cm,Copiapó (Chili ; région)#Vallenar (Chili ; région)#Atacama (Chili),spa,1:500000,,En carton : Isla de Pascua#Au verso : Indice des noms,10-12-18-02,11280/ac342e9d,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181163160,Republica de Chile [Latitude S 29° à S 31°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 98 cm,Ovalle (Chili ; région)#Vicuña (Chili ; région)#Coquimbo (Chili ; région administrative),spa,1:500000,,"Tableaux statistiques : données sur les départements, coordonnées géographiques, données météorologiques, données économiques de 1907#Au verso : Indice des noms",10-12-18-03,11280/e135122f,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181164418,Republica de Chile [Latitude S 31° à S 33°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 98 cm,San Felipe (Chili ; région)#Mendoza (Argentine ; région)#Aconcagua (Chili ; région administrative),spa,1:500000,,"Tableaux statistiques : données sur les départements, chemins de fer en exploitation#Au verso : Indice des noms",10-12-18-04,11280/bfd0f3d4,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181164868,Republica de Chile [Latitude S 33° à S 35°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 98 cm,"Santiago (Chili ; région)#O'Higgins, Région du Libertador General Bernardo (Chili)#Valparaíso (Chili ; région)#Colchagua (Chili)",spa,1:500000,,En carton : Isla Mas Afuera ; Isla Juan Fernandez#Au verso : Indice des noms,10-12-18-05,11280/60e022d6,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181165694,Republica de Chile [Latitude S 35° à S 37°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 98 cm,Talca (Chili ; province)#Chillán (Chili ; région)#Concepción (Chili ; région)#Linares (Chili ; région)#Chili (centre),spa,1:500000,,Au verso : Indice des noms,10-12-18-06,11280/178e24b1,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181166488,Republica de Chile [Latitude S 37° à S 39°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 98 cm,Malleco (Chili ; province)#Bío Bío (Chili ; région)#Araucanie (Chili)#Temuco (Chili ; région),spa,1:500000,,"Tableaux statistiques : données sur les départements, coordonnées géographiques, données météorologiques, données économiques de 1908#Au verso : Indice des noms",10-12-18-07,11280/9f304bde,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181167271,Republica de Chile [Latitude S 39° à S 41°] Oficina de Mensura de Tierras,,,"Chili, Oficina de mensura de tierras",60 x 98 cm,Llanquihue (Chili ; province)#Valdivia (Chili ; province)#Araucanie (Chili)#Osorno (Chili ; province),spa,1:500000,,"Tableaux statistiques : données sur les départements, chemins de fer en exploitation#Au verso : Indice des noms",10-12-18-08,11280/ea5be304,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181173077,Carta de la rejion salitrera comprendida entre los paralelos 19° y 27°30' lat. sur Delegacion fiscal de salitreras,,,"Chili, Delegación Fiscal de Salitreras",66 x 22 cm,Chili,spa,1:500000,,"Index : ""Nomina de las oficinas salitreras"", Noms des bureau de nitrate",10-12-19-01,11280/4331954f,,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
181174499,Plano topográfico y geológico de la Republica de Chile por A. Pissis,Pissis,Pierre Joseph Aimé,,78 x 55 cm chacune,Coquimbo (Chili ; région administrative),spa,1:250000,,Relief représenté par des hachures et des points cotés,10-12-19-02,11280/e6be0fe4,,,,,,,1923,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
181174499,Plano topográfico y geológico de la Republica de Chile por A. Pissis,Pissis,Pierre Joseph Aimé,,78 x 55 cm chacune,Coquimbo (Chili ; région administrative),spa,1:250000,,Relief représenté par des hachures et des points cotés,10-12-19-03,11280/1f43a952,,,,,,,1923,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
